HOECHST 2,True
CD56,True
CD161,True
TCRVa,True
CD39,True
CD25,True
CD57,True
CD40,True
ICOS,True
CD3,True
CD62L,True
LYVE-1,True
CD45RO,True
IL18Ra,True
PD-L1,True
CD45,True
CD34,True
CD163,True
Ki67,True
CD19,True
CD4,True
CD38,True
CD279,True
CD11c,True
CD8,True
CD11b,True
CD16,True
FoxP3,True
CD69,True
CD15,True
HNFalpha,True
pancytokeratin,True
HLADR,True
CD45RA,True
aSMA,True
CD66b,True
CD68,True
EPCAM,True
