DAPI, True
CD31, True
CD8, True
CD45, True
DAPI, True
CD20, True
Ki67, True
CD3e, True
DAPI, True
Actin, True
Podoplanin, True
CD68, True
DAPI, True
PanCK, True
CD21, True
CD4, True
DAPI, True
EMPTY, True
CD45RO, True
CD11c, True
DAPI, True
EMPTY, True
E-CAD, True
CD107a, True
DAPI, True
EMPTY, True
CD44, True
HistoneH3, True
